experiment,filename,true_label,times_tested,times_correct,accuracy
Exp2_XGB_sample_weighted,Train229.csv,Normal,3,3,1.0
Exp2_XGB_sample_weighted,Train23.csv,Normal,3,3,1.0
Exp2_XGB_sample_weighted,Train230.csv,Normal,3,3,1.0
Exp2_XGB_sample_weighted,Train231.csv,Normal,3,3,1.0
Exp2_XGB_sample_weighted,Train232.csv,Normal,3,3,1.0
Exp2_XGB_sample_weighted,Train233.csv,Normal,3,3,1.0
Exp2_XGB_sample_weighted,Train234.csv,Normal,3,3,1.0
Exp2_XGB_sample_weighted,Train235.csv,Normal,3,3,1.0
Exp2_XGB_sample_weighted,Train236.csv,Normal,3,3,1.0
Exp2_XGB_sample_weighted,Train237.csv,Normal,3,3,1.0
Exp2_XGB_sample_weighted,Train238.csv,Normal,3,3,1.0
Exp2_XGB_sample_weighted,Train239.csv,Normal,3,3,1.0
Exp2_XGB_sample_weighted,Train24.csv,Normal,3,3,1.0
Exp2_XGB_sample_weighted,Train240.csv,Side II,3,3,1.0
Exp2_XGB_sample_weighted,Train241.csv,Normal,3,3,1.0
Exp2_XGB_sample_weighted,Train242.csv,Normal,3,3,1.0
Exp2_XGB_sample_weighted,Train243.csv,Normal,3,3,1.0
Exp2_XGB_sample_weighted,Train244.csv,Normal,3,3,1.0
Exp2_XGB_sample_weighted,Train245.csv,Normal,3,3,1.0
Exp2_XGB_sample_weighted,Train246.csv,Normal,3,3,1.0
Exp2_XGB_sample_weighted,Train247.csv,Normal,3,3,1.0
Exp2_XGB_sample_weighted,Train248.csv,Side II,3,3,1.0
Exp2_XGB_sample_weighted,Train249.csv,Normal,3,3,1.0
Exp2_XGB_sample_weighted,Train25.csv,Normal,3,3,1.0
Exp2_XGB_sample_weighted,Train250.csv,Normal,3,3,1.0
Exp2_XGB_sample_weighted,Train251.csv,Normal,3,0,0.0
Exp2_XGB_sample_weighted,Train252.csv,Normal,3,3,1.0
Exp2_XGB_sample_weighted,Train253.csv,Normal,3,3,1.0
Exp2_XGB_sample_weighted,Train254.csv,Normal,3,3,1.0
Exp2_XGB_sample_weighted,Train255.csv,Normal,3,3,1.0
Exp2_XGB_sample_weighted,Train256.csv,Normal,3,3,1.0
Exp2_XGB_sample_weighted,Train257.csv,Normal,3,3,1.0
Exp2_XGB_sample_weighted,Train258.csv,Normal,3,3,1.0
Exp2_XGB_sample_weighted,Train259.csv,Normal,3,3,1.0
Exp2_XGB_sample_weighted,Train26.csv,Side II,3,3,1.0
Exp2_XGB_sample_weighted,Train260.csv,Normal,3,3,1.0
Exp2_XGB_sample_weighted,Train261.csv,Normal,3,3,1.0
Exp2_XGB_sample_weighted,Train262.csv,Normal,3,3,1.0
Exp2_XGB_sample_weighted,Train263.csv,Normal,3,3,1.0
Exp2_XGB_sample_weighted,Train264.csv,Normal,3,3,1.0
Exp2_XGB_sample_weighted,Train265.csv,Side II,3,0,0.0
Exp2_XGB_sample_weighted,Train266.csv,Normal,3,3,1.0
Exp2_XGB_sample_weighted,Train267.csv,Side II,3,3,1.0
Exp2_XGB_sample_weighted,Train268.csv,Normal,3,3,1.0
Exp2_XGB_sample_weighted,Train269.csv,Normal,3,3,1.0
Exp2_XGB_sample_weighted,Train27.csv,Normal,3,3,1.0
Exp2_XGB_sample_weighted,Train270.csv,Normal,3,3,1.0
Exp2_XGB_sample_weighted,Train271.csv,Normal,3,3,1.0
Exp2_XGB_sample_weighted,Train272.csv,Normal,3,3,1.0
Exp2_XGB_sample_weighted,Train28.csv,Normal,3,3,1.0
Exp2_XGB_sample_weighted,Train29.csv,Normal,3,3,1.0
Exp2_XGB_sample_weighted,Train3.csv,Normal,3,3,1.0
Exp2_XGB_sample_weighted,Train30.csv,Side II,3,3,1.0
Exp2_XGB_sample_weighted,Train31.csv,Normal,3,3,1.0
Exp2_XGB_sample_weighted,Train32.csv,Normal,3,3,1.0
Exp2_XGB_sample_weighted,Train33.csv,Normal,3,3,1.0
Exp2_XGB_sample_weighted,Train34.csv,Normal,3,3,1.0
Exp2_XGB_sample_weighted,Train35.csv,Normal,3,3,1.0
Exp2_XGB_sample_weighted,Train36.csv,Normal,3,3,1.0
Exp2_XGB_sample_weighted,Train37.csv,Normal,3,3,1.0
Exp2_XGB_sample_weighted,Train38.csv,Normal,3,3,1.0
Exp2_XGB_sample_weighted,Train39.csv,Normal,3,3,1.0
Exp2_XGB_sample_weighted,Train4.csv,Normal,3,3,1.0
Exp2_XGB_sample_weighted,Train40.csv,Normal,3,3,1.0
Exp2_XGB_sample_weighted,Train41.csv,Normal,3,3,1.0
Exp2_XGB_sample_weighted,Train42.csv,Normal,3,3,1.0
Exp2_XGB_sample_weighted,Train43.csv,Side II,3,2,0.6666666666666666
Exp2_XGB_sample_weighted,Train44.csv,Normal,3,2,0.6666666666666666
Exp2_XGB_sample_weighted,Train45.csv,Normal,3,3,1.0
Exp2_XGB_sample_weighted,Train46.csv,Normal,3,3,1.0
Exp2_XGB_sample_weighted,Train47.csv,Normal,3,3,1.0
Exp2_XGB_sample_weighted,Train48.csv,Normal,3,3,1.0
Exp2_XGB_sample_weighted,Train49.csv,Normal,3,3,1.0
Exp2_XGB_sample_weighted,Train5.csv,Normal,3,3,1.0
Exp2_XGB_sample_weighted,Train50.csv,Normal,3,3,1.0
Exp2_XGB_sample_weighted,Train51.csv,Normal,3,3,1.0
Exp2_XGB_sample_weighted,Train52.csv,Normal,3,3,1.0
Exp2_XGB_sample_weighted,Train53.csv,Side II,3,3,1.0
Exp2_XGB_sample_weighted,Train54.csv,Normal,3,3,1.0
Exp2_XGB_sample_weighted,Train55.csv,Normal,3,3,1.0
Exp2_XGB_sample_weighted,Train56.csv,Normal,3,3,1.0
Exp2_XGB_sample_weighted,Train57.csv,Normal,3,3,1.0
Exp2_XGB_sample_weighted,Train58.csv,Normal,3,3,1.0
Exp2_XGB_sample_weighted,Train59.csv,Normal,3,3,1.0
Exp2_XGB_sample_weighted,Train6.csv,Normal,3,3,1.0
Exp2_XGB_sample_weighted,Train60.csv,Normal,3,3,1.0
Exp2_XGB_sample_weighted,Train61.csv,Normal,3,3,1.0
Exp2_XGB_sample_weighted,Train62.csv,Side I,3,1,0.3333333333333333
Exp2_XGB_sample_weighted,Train63.csv,Normal,3,3,1.0
Exp2_XGB_sample_weighted,Train64.csv,Normal,3,3,1.0
Exp2_XGB_sample_weighted,Train65.csv,Normal,3,3,1.0
Exp2_XGB_sample_weighted,Train66.csv,Normal,3,3,1.0
Exp2_XGB_sample_weighted,Train67.csv,Normal,3,3,1.0
Exp2_XGB_sample_weighted,Train68.csv,Normal,3,3,1.0
Exp2_XGB_sample_weighted,Train69.csv,Normal,3,3,1.0
Exp2_XGB_sample_weighted,Train7.csv,Normal,3,3,1.0
Exp2_XGB_sample_weighted,Train70.csv,Normal,3,3,1.0
Exp2_XGB_sample_weighted,Train71.csv,Normal,3,3,1.0
Exp2_XGB_sample_weighted,Train72.csv,Side II,3,3,1.0
Exp2_XGB_sample_weighted,Train73.csv,Normal,3,3,1.0
Exp2_XGB_sample_weighted,Train74.csv,Normal,3,3,1.0
Exp2_XGB_sample_weighted,Train75.csv,Normal,3,3,1.0
Exp2_XGB_sample_weighted,Train76.csv,Normal,3,3,1.0
Exp2_XGB_sample_weighted,Train77.csv,Normal,3,3,1.0
Exp2_XGB_sample_weighted,Train78.csv,Normal,3,3,1.0
Exp2_XGB_sample_weighted,Train79.csv,Normal,3,3,1.0
Exp2_XGB_sample_weighted,Train8.csv,Normal,3,3,1.0
Exp2_XGB_sample_weighted,Train80.csv,Normal,3,3,1.0
Exp2_XGB_sample_weighted,Train81.csv,Normal,3,3,1.0
Exp2_XGB_sample_weighted,Train82.csv,Normal,3,3,1.0
Exp2_XGB_sample_weighted,Train83.csv,Side I,3,3,1.0
Exp2_XGB_sample_weighted,Train84.csv,Normal,3,3,1.0
Exp2_XGB_sample_weighted,Train85.csv,Normal,3,3,1.0
Exp2_XGB_sample_weighted,Train86.csv,Normal,3,3,1.0
Exp2_XGB_sample_weighted,Train87.csv,Normal,3,3,1.0
Exp2_XGB_sample_weighted,Train88.csv,Normal,3,3,1.0
Exp2_XGB_sample_weighted,Train89.csv,Normal,3,3,1.0
Exp2_XGB_sample_weighted,Train9.csv,Normal,3,3,1.0
Exp2_XGB_sample_weighted,Train90.csv,Normal,3,3,1.0
Exp2_XGB_sample_weighted,Train91.csv,Normal,3,3,1.0
Exp2_XGB_sample_weighted,Train92.csv,Normal,3,3,1.0
Exp2_XGB_sample_weighted,Train93.csv,Side II,3,3,1.0
Exp2_XGB_sample_weighted,Train94.csv,Normal,3,3,1.0
Exp2_XGB_sample_weighted,Train95.csv,Normal,3,3,1.0
Exp2_XGB_sample_weighted,Train96.csv,Normal,3,3,1.0
Exp2_XGB_sample_weighted,Train97.csv,Normal,3,3,1.0
Exp2_XGB_sample_weighted,Train98.csv,Normal,3,3,1.0
Exp2_XGB_sample_weighted,Train99.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train1.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train10.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train100.csv,Side I,3,0,0.0
Exp3_XGB_enhanced_features,Train101.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train102.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train103.csv,Side II,3,3,1.0
Exp3_XGB_enhanced_features,Train104.csv,Side II,3,3,1.0
Exp3_XGB_enhanced_features,Train105.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train106.csv,Side I,3,1,0.3333333333333333
Exp3_XGB_enhanced_features,Train107.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train108.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train109.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train11.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train110.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train111.csv,Side II,3,3,1.0
Exp3_XGB_enhanced_features,Train112.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train113.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train114.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train115.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train116.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train117.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train118.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train119.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train12.csv,Side II,3,3,1.0
Exp3_XGB_enhanced_features,Train120.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train121.csv,Side I,3,1,0.3333333333333333
Exp3_XGB_enhanced_features,Train122.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train123.csv,Normal,3,1,0.3333333333333333
Exp3_XGB_enhanced_features,Train124.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train125.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train126.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train127.csv,Side II,3,3,1.0
Exp3_XGB_enhanced_features,Train128.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train129.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train13.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train130.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train131.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train132.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train133.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train134.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train135.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train136.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train137.csv,Side I,3,3,1.0
Exp3_XGB_enhanced_features,Train138.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train139.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train14.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train140.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train141.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train142.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train143.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train144.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train145.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train146.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train147.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train148.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train149.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train15.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train150.csv,Side I,3,2,0.6666666666666666
Exp3_XGB_enhanced_features,Train151.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train152.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train153.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train154.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train155.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train156.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train157.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train158.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train159.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train16.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train160.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train161.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train162.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train163.csv,Side I,3,3,1.0
Exp3_XGB_enhanced_features,Train164.csv,Side II,3,3,1.0
Exp3_XGB_enhanced_features,Train165.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train166.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train167.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train168.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train169.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train17.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train170.csv,Side I,3,0,0.0
Exp3_XGB_enhanced_features,Train171.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train172.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train173.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train174.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train175.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train176.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train177.csv,Normal,3,0,0.0
Exp3_XGB_enhanced_features,Train178.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train179.csv,Side II,3,3,1.0
Exp3_XGB_enhanced_features,Train18.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train180.csv,Side I,3,2,0.6666666666666666
Exp3_XGB_enhanced_features,Train181.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train182.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train183.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train184.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train185.csv,Side I,3,0,0.0
Exp3_XGB_enhanced_features,Train186.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train187.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train188.csv,Side II,3,3,1.0
Exp3_XGB_enhanced_features,Train189.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train19.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train190.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train191.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train192.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train193.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train194.csv,Side I,3,2,0.6666666666666666
Exp3_XGB_enhanced_features,Train195.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train196.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train197.csv,Normal,3,1,0.3333333333333333
Exp3_XGB_enhanced_features,Train198.csv,Side II,3,3,1.0
Exp3_XGB_enhanced_features,Train199.csv,Side II,3,3,1.0
Exp3_XGB_enhanced_features,Train2.csv,Side II,3,3,1.0
Exp3_XGB_enhanced_features,Train20.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train200.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train201.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train202.csv,Side I,3,0,0.0
Exp3_XGB_enhanced_features,Train203.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train204.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train205.csv,Normal,3,2,0.6666666666666666
Exp3_XGB_enhanced_features,Train206.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train207.csv,Side II,3,3,1.0
Exp3_XGB_enhanced_features,Train208.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train209.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train21.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train210.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train211.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train212.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train213.csv,Side I,3,3,1.0
Exp3_XGB_enhanced_features,Train214.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train215.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train216.csv,Side II,3,1,0.3333333333333333
Exp3_XGB_enhanced_features,Train217.csv,Side II,3,0,0.0
Exp3_XGB_enhanced_features,Train218.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train219.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train22.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train220.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train221.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train222.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train223.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train224.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train225.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train226.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train227.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train228.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train229.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train23.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train230.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train231.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train232.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train233.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train234.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train235.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train236.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train237.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train238.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train239.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train24.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train240.csv,Side II,3,3,1.0
Exp3_XGB_enhanced_features,Train241.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train242.csv,Normal,3,2,0.6666666666666666
Exp3_XGB_enhanced_features,Train243.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train244.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train245.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train246.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train247.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train248.csv,Side II,3,3,1.0
Exp3_XGB_enhanced_features,Train249.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train25.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train250.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train251.csv,Normal,3,0,0.0
Exp3_XGB_enhanced_features,Train252.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train253.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train254.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train255.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train256.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train257.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train258.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train259.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train26.csv,Side II,3,3,1.0
Exp3_XGB_enhanced_features,Train260.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train261.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train262.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train263.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train264.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train265.csv,Side II,3,0,0.0
Exp3_XGB_enhanced_features,Train266.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train267.csv,Side II,3,3,1.0
Exp3_XGB_enhanced_features,Train268.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train269.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train27.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train270.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train271.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train272.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train28.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train29.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train3.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train30.csv,Side II,3,3,1.0
Exp3_XGB_enhanced_features,Train31.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train32.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train33.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train34.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train35.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train36.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train37.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train38.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train39.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train4.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train40.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train41.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train42.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train43.csv,Side II,3,2,0.6666666666666666
Exp3_XGB_enhanced_features,Train44.csv,Normal,3,2,0.6666666666666666
Exp3_XGB_enhanced_features,Train45.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train46.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train47.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train48.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train49.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train5.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train50.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train51.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train52.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train53.csv,Side II,3,3,1.0
Exp3_XGB_enhanced_features,Train54.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train55.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train56.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train57.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train58.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train59.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train6.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train60.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train61.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train62.csv,Side I,3,1,0.3333333333333333
Exp3_XGB_enhanced_features,Train63.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train64.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train65.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train66.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train67.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train68.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train69.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train7.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train70.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train71.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train72.csv,Side II,3,3,1.0
Exp3_XGB_enhanced_features,Train73.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train74.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train75.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train76.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train77.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train78.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train79.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train8.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train80.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train81.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train82.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train83.csv,Side I,3,3,1.0
Exp3_XGB_enhanced_features,Train84.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train85.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train86.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train87.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train88.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train89.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train9.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train90.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train91.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train92.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train93.csv,Side II,3,3,1.0
Exp3_XGB_enhanced_features,Train94.csv,Normal,3,3,1.0
Exp3_XGB_enhanced_features,Train95.csv,Normal,3,3,1.0
