feature,importance
shock_sideII_relative_power_2000_2500_std,0.0
shock_sideII_relative_power_2000_2500_max,0.0
shock_sideII_relative_power_2000_2500_mean,0.0
shock_sideII_power_2000_2500_std,0.0
shock_sideII_power_2000_2500_mean,0.0
shock_sideII_relative_power_1500_2000_std,0.0
shock_sideII_relative_power_1500_2000_max,0.0
shock_sideII_relative_power_1500_2000_mean,0.0
shock_sideII_power_1500_2000_max,0.0
shock_sideII_relative_power_1000_1500_max,0.0
vib_car5_sideII_std_mean,0.0
vib_car5_sideII_rms_max,0.0
vib_car5_sideII_rms_mean,0.0
vib_car5_sideI_power_750_1000_max,0.0
vib_car5_sideI_power_500_750_max,0.0
vib_car6_sideI_power_0_250_mean,0.0
vib_car6_sideI_total_power_max,0.0
vib_car6_sideI_total_power_mean,0.0
vib_car6_sideI_std_max,0.0
vib_car6_sideI_std_mean,0.0
vib_car6_sideI_rms_max,0.0
vib_car6_sideI_rms_mean,0.0
vib_car5_sideII_spectral_centroid_max,0.0
vib_car5_sideII_spectral_centroid_mean,0.0
vib_car5_sideII_power_500_750_max,0.0
vib_car5_sideII_power_500_750_mean,0.0
vib_car5_sideII_power_250_500_mean,0.0
vib_car5_sideII_power_0_250_max,0.0
vib_car5_sideII_power_0_250_mean,0.0
vib_car5_sideII_total_power_max,0.0
vib_car5_sideII_total_power_mean,0.0
vib_car6_sideII_power_0_250_mean,0.0
vib_car6_sideII_total_power_max,0.0
vib_car6_sideII_total_power_mean,0.0
vib_car6_sideII_std_max,0.0
vib_car6_sideII_std_mean,0.0
vib_car6_sideII_rms_max,0.0
vib_car6_sideII_rms_mean,0.0
vib_car6_sideI_spectral_centroid_max,0.0
vib_car6_sideI_spectral_centroid_mean,0.0
vib_car6_sideI_power_750_1000_max,0.0
vib_car6_sideI_power_750_1000_mean,0.0
vib_car6_sideI_power_500_750_max,0.0
vib_car6_sideI_power_500_750_mean,0.0
vib_car6_sideI_power_250_500_max,0.0
vib_car6_sideI_power_250_500_mean,0.0
vib_car6_sideI_power_0_250_max,0.0
shock_sideII_power_750_1000_mean,0.0
shock_sideII_relative_power_500_750_mean,0.0
shock_sideII_power_500_750_mean,0.0
vib_car7_sideI_std_mean,0.0
vib_car7_sideI_rms_max,0.0
vib_car6_sideII_spectral_centroid_max,0.0
vib_car6_sideII_spectral_centroid_mean,0.0
vib_car6_sideII_power_750_1000_mean,0.0
vib_car6_sideII_power_500_750_max,0.0
vib_car6_sideII_power_500_750_mean,0.0
vib_car6_sideII_power_250_500_max,0.0
vib_car6_sideII_power_250_500_mean,0.0
vib_car6_sideII_power_0_250_max,0.0
shock_sideII_spectral_centroid_std,0.0
shock_sideII_spectral_centroid_max,0.0
shock_sideII_spectral_centroid_mean,0.0
shock_sideII_total_power_std,0.0
shock_sideII_total_power_max,0.0
vib_car7_sideII_std_mean,0.0
vib_car7_sideII_rms_max,0.0
vib_car7_sideI_power_500_750_max,0.0
vib_car7_sideI_total_power_max,0.0
vib_car7_sideI_total_power_mean,0.0
shock_sideII_relative_power_750_1000_max,0.0
shock_sideII_kurtosis_max,0.0
shock_sideII_kurtosis_mean,0.0
shock_sideII_max_abs_mean,0.0
vib_car8_sideI_std_mean,0.0
vib_car7_sideII_spectral_centroid_max,0.0
vib_car7_sideII_power_500_750_max,0.0
vib_car7_sideII_power_500_750_mean,0.0
vib_car7_sideII_power_0_250_mean,0.0
vib_car7_sideII_total_power_max,0.0
shock_sideII_relative_power_250_500_mean,0.0
shock_sideII_power_250_500_std,0.0
shock_sideII_power_250_500_mean,0.0
shock_sideII_relative_power_0_250_mean,0.0
shock_sideII_power_0_250_max,0.0
shock_sideII_power_0_250_mean,0.0
shock_sideI_relative_power_4500_5000_max,0.0
shock_sideI_relative_power_4500_5000_mean,0.0
shock_sideI_power_4500_5000_std,0.0
shock_sideI_relative_power_4000_4500_std,0.0
shock_sideI_relative_power_4000_4500_mean,0.0
vib_car8_sideI_power_0_250_mean,0.0
vib_car8_sideI_total_power_max,0.0
vib_car8_sideI_total_power_mean,0.0
vib_car8_sideI_std_max,0.0
shock_sideII_total_power_mean,0.0
shock_sideII_dominant_frequency_std,0.0
shock_sideII_dominant_frequency_max,0.0
shock_sideII_dominant_frequency_mean,0.0
shock_sideII_crest_factor_mean,0.0
shock_sideII_kurtosis_std,0.0
shock_sideI_power_3500_4000_max,0.0
shock_sideI_power_3500_4000_mean,0.0
shock_sideI_relative_power_3000_3500_max,0.0
shock_sideI_relative_power_3000_3500_mean,0.0
shock_sideI_relative_power_2500_3000_std,0.0
shock_sideI_relative_power_2500_3000_max,0.0
vib_car8_sideII_power_500_750_mean,0.0
vib_car8_sideII_power_250_500_max,0.0
vib_car8_sideII_power_250_500_mean,0.0
vib_car8_sideII_power_0_250_max,0.0
vib_car8_sideII_total_power_max,0.0
vib_car8_sideII_total_power_mean,0.0
shock_sideII_rms_std,0.0
shock_sideII_rms_mean,0.0
shock_sideI_relative_power_1500_2000_std,0.0
shock_sideI_relative_power_1500_2000_mean,0.0
shock_sideI_power_1500_2000_max,0.0
vib_power_250_500_mean_I_minus_II,0.0
vib_power_0_250_mean_I_div_II,0.0
vib_spectral_centroid_mean_I_div_II,0.0
vib_spectral_centroid_mean_I_minus_II,0.0
vib_max_abs_mean_I_div_II,0.0
vib_std_max_I_minus_II,0.0
vib_rms_max_I_div_II,0.0
shock_sideI_power_4000_4500_max,0.0
shock_sideI_power_4000_4500_mean,0.0
shock_sideI_relative_power_3500_4000_std,0.0
shock_sideI_relative_power_3500_4000_max,0.0
shock_sideI_relative_power_3500_4000_mean,0.0
shock_sideI_relative_power_500_750_mean,0.0
shock_sideI_power_500_750_std,0.0
shock_rms_mean_I_minus_II,0.0
vib_relative_power_750_1000_mean_I_minus_II,0.0
vib_relative_power_500_750_mean_I_div_II,0.0
vib_relative_power_250_500_mean_I_div_II,0.0
vib_relative_power_0_250_mean_I_minus_II,0.0
vib_power_750_1000_mean_I_div_II,0.0
vib_power_500_750_mean_I_minus_II,0.0
shock_sideI_relative_power_2000_2500_std,0.0
shock_sideI_relative_power_2000_2500_max,0.0
shock_sideI_power_0_250_mean,0.0
shock_sideI_spectral_centroid_std,0.0
shock_sideI_spectral_centroid_max,0.0
shock_power_0_250_mean_I_div_II,0.0
shock_total_power_max_I_minus_II,0.0
shock_total_power_mean_I_div_II,0.0
shock_std_mean_I_div_II,0.0
shock_std_mean_I_minus_II,0.0
shock_sideI_relative_power_1000_1500_std,0.0
shock_sideI_relative_power_1000_1500_max,0.0
shock_sideI_relative_power_1000_1500_mean,0.0
shock_sideI_power_1000_1500_mean,0.0
shock_sideI_relative_power_750_1000_std,0.0
shock_sideI_relative_power_750_1000_mean,0.0
shock_sideI_power_750_1000_mean,0.0
shock_sideI_relative_power_500_750_max,0.0
estimated_speed_kmh,0.0
vib_car1_rms_max_I_div_II,0.0
vib_car1_rms_max_I_minus_II,0.0
vib_car1_rms_mean_I_div_II,0.0
vib_car1_rms_mean_I_minus_II,0.0
shock_relative_power_500_750_mean_I_minus_II,0.0
shock_relative_power_250_500_mean_I_div_II,0.0
shock_power_500_750_mean_I_div_II,0.0
shock_sideI_power_500_750_mean,0.0
shock_sideI_relative_power_250_500_std,0.0
vib_sideI_std_mean,0.0
shock_sideI_power_250_500_max,0.0
shock_sideI_relative_power_0_250_std,0.0
shock_sideI_relative_power_0_250_mean,0.0
shock_sideI_power_0_250_std,0.0
vib_sideI_max_abs_mean,0.0
vib_car2_power_250_500_mean_I_div_II,0.0
vib_car2_power_250_500_mean_I_minus_II,0.0
vib_car2_power_0_250_mean_I_div_II,0.0
vib_car2_power_0_250_mean_I_minus_II,0.0
vib_car2_total_power_max_I_div_II,0.0
vib_sideI_max_abs_max,0.0
vib_sideI_peak_to_peak_mean,0.0
vib_car2_total_power_mean_I_minus_II,0.0
vib_car2_rms_max_I_div_II,0.0
vib_car2_rms_max_I_minus_II,0.0
vib_car2_rms_mean_I_div_II,0.0
vib_car2_rms_mean_I_minus_II,0.0
shock_total_power_mean_asymmetry_index,0.0
vib_car1_power_500_750_mean_I_minus_II,0.0
vib_car1_power_0_250_mean_I_div_II,0.0
vib_car1_power_0_250_mean_I_minus_II,0.0
shock_sideI_spectral_centroid_mean,0.0
shock_sideI_total_power_std,0.0
shock_sideI_total_power_max,0.0
shock_sideI_total_power_mean,0.0
shock_total_power_max_asymmetry_index,0.0
shock_sideI_dominant_frequency_max,0.0
shock_sideI_dominant_frequency_mean,0.0
shock_sideI_crest_factor_std,0.0
shock_sideI_crest_factor_mean,0.0
shock_sideI_kurtosis_std,0.0
shock_sideI_peak_to_peak_std,0.0
vib_car3_rms_max_I_minus_II,0.0
vib_car3_rms_mean_I_minus_II,0.0
shock_power_0_250_mean_asymmetry_index,0.0
vib_car2_power_750_1000_mean_I_minus_II,0.0
shock_power_250_500_mean_asymmetry_index,0.0
shock_sideI_max_abs_std,0.0
shock_sideI_std_std,0.0
shock_power_500_750_mean_asymmetry_index,0.0
shock_sideI_rms_max,0.0
vib_sideII_relative_power_4500_5000_mean,0.0
vib_sideII_power_4500_5000_std,0.0
vib_sideII_power_4500_5000_mean,0.0
vib_sideII_relative_power_4000_4500_std,0.0
vib_car4_rms_max_I_minus_II,0.0
vib_car4_rms_mean_I_minus_II,0.0
shock_std_mean_asymmetry_index,0.0
vib_car3_power_0_250_mean_I_minus_II,0.0
vib_car3_total_power_max_I_minus_II,0.0
vib_car3_total_power_mean_I_div_II,0.0
vib_car3_total_power_mean_I_minus_II,0.0
shock_rms_max_asymmetry_index,0.0
vib_sideII_relative_power_4000_4500_max,0.0
vib_sideII_relative_power_4000_4500_mean,0.0
vib_sideII_relative_power_3500_4000_std,0.0
vib_sideII_relative_power_3500_4000_max,0.0
vib_sideII_power_3500_4000_mean,0.0
vib_car5_rms_max_I_minus_II,0.0
vib_car5_rms_mean_I_minus_II,0.0
vib_car4_power_750_1000_mean_I_minus_II,0.0
vib_car4_power_250_500_mean_I_div_II,0.0
vib_car4_power_250_500_mean_I_minus_II,0.0
vib_car4_power_0_250_mean_I_minus_II,0.0
vib_car4_total_power_max_I_div_II,0.0
vib_car4_total_power_max_I_minus_II,0.0
shock_rms_mean_asymmetry_index,0.0
vib_car4_total_power_mean_I_minus_II,0.0
vib_car4_rms_max_I_div_II,0.0
vib_car6_power_500_750_mean_I_div_II,0.0
vib_car6_power_0_250_mean_I_div_II,0.0
vib_car6_total_power_max_I_div_II,0.0
vib_car6_total_power_max_I_minus_II,0.0
vib_car6_total_power_mean_I_div_II,0.0
vib_car6_total_power_mean_I_minus_II,0.0
vib_car6_rms_max_I_div_II,0.0
vib_car6_rms_mean_I_minus_II,0.0
vib_car5_power_750_1000_mean_I_minus_II,0.0
vib_car5_power_500_750_mean_I_minus_II,0.0
vib_car5_power_250_500_mean_I_div_II,0.0
vib_car5_power_250_500_mean_I_minus_II,0.0
vib_car5_total_power_max_I_minus_II,0.0
vib_spectral_centroid_mean_asymmetry_index,0.0
vib_car5_total_power_mean_I_minus_II,0.0
vib_car5_rms_max_I_div_II,0.0
vib_sideII_power_3000_3500_mean,0.0
vib_sideII_relative_power_2500_3000_std,0.0
vib_sideII_relative_power_2500_3000_max,0.0
vib_sideII_relative_power_2500_3000_mean,0.0
vib_sideII_power_2500_3000_mean,0.0
vib_sideII_relative_power_2000_2500_max,0.0
vib_sideII_relative_power_2000_2500_mean,0.0
vib_sideII_power_2000_2500_std,0.0
vib_sideII_power_2000_2500_max,0.0
vib_sideII_power_2000_2500_mean,0.0
vib_sideII_relative_power_1500_2000_std,0.0
vib_sideII_relative_power_1500_2000_mean,0.0
vib_car7_rms_max_I_minus_II,0.0
vib_car7_rms_mean_I_div_II,0.0
vib_car7_rms_mean_I_minus_II,0.0
vib_car6_power_750_1000_mean_I_div_II,0.0
vib_sideII_power_1500_2000_max,0.0
vib_sideII_power_1500_2000_mean,0.0
vib_sideII_relative_power_1000_1500_std,0.0
vib_sideII_power_1000_1500_std,0.0
vib_sideII_power_1000_1500_max,0.0
vib_sideII_power_1000_1500_mean,0.0
vib_sideII_relative_power_750_1000_std,0.0
vib_sideII_power_750_1000_mean,0.0
vib_car8_rms_mean_I_minus_II,0.0
vib_power_750_1000_mean_asymmetry_index,0.0
vib_power_250_500_mean_asymmetry_index,0.0
vib_std_max_asymmetry_index,0.0
vib_car7_power_0_250_mean_I_minus_II,0.0
vib_std_mean_asymmetry_index,0.0
vib_car7_total_power_mean_I_minus_II,0.0
vib_car7_rms_max_I_div_II,0.0
vib_sideII_dominant_frequency_mean,0.0
vib_sideII_crest_factor_max,0.0
vib_inv_rms_max_car_diff_median,0.0
vib_car8_power_250_500_mean_I_div_II,0.0
vib_car8_power_250_500_mean_I_minus_II,0.0
vib_car8_power_0_250_mean_I_div_II,0.0
vib_car8_power_0_250_mean_I_minus_II,0.0
vib_car8_total_power_max_I_div_II,0.0
vib_car8_total_power_mean_I_div_II,0.0
vib_car8_rms_max_I_div_II,0.0
vib_sideII_relative_power_500_750_mean,0.0
vib_rms_max_asymmetry_index,0.0
vib_sideII_relative_power_250_500_std,0.0
vib_sideII_relative_power_250_500_mean,0.0
vib_sideII_relative_power_0_250_mean,0.0
vib_sideII_power_1500_2000_std,0.0
vib_sideII_rms_mean,0.0
vib_sideI_relative_power_4500_5000_max,0.0
vib_sideI_relative_power_4500_5000_mean,0.0
vib_inv_rms_mean_cars_sideII_decisive_count,0.0
vib_inv_rms_mean_cars_sideI_decisive_count,0.0
vib_inv_rms_mean_cars_sideI_dominant_count,0.0
vib_inv_rms_mean_car_diff_median,0.0
vib_inv_rms_mean_car_diff_max,0.0
vib_inv_rms_max_car_asym_min,0.0
vib_inv_rms_max_car_asym_max,0.0
vib_inv_rms_max_cars_sideII_decisive_count,0.0
vib_inv_rms_max_cars_sideI_decisive_count,0.0
vib_inv_rms_max_cars_sideI_dominant_count,0.0
vib_sideII_spectral_centroid_std,0.0
vib_sideII_spectral_centroid_mean,0.0
vib_sideII_dominant_frequency_std,0.0
vib_inv_std_mean_car_asym_median,0.0
vib_inv_std_mean_car_asym_max,0.0
vib_inv_std_mean_bottom2_cars_ratio_mean,0.0
vib_inv_std_mean_cars_sideII_decisive_count,0.0
vib_inv_std_mean_cars_sideI_decisive_count,0.0
vib_inv_std_mean_cars_sideI_dominant_count,0.0
vib_rms_mean_asymmetry_index,0.0
vib_sideI_relative_power_0_250_mean,0.0
vib_sideI_power_0_250_std,0.0
vib_inv_rms_mean_top2_cars_ratio_mean,0.0
vib_sideII_peak_to_peak_std,0.0
vib_sideII_peak_to_peak_max,0.0
vib_sideII_peak_to_peak_mean,0.0
vib_sideII_max_abs_std,0.0
vib_sideII_max_abs_max,0.0
vib_sideII_max_abs_mean,0.0
vib_sideI_relative_power_4000_4500_std,0.0
vib_sideI_relative_power_4000_4500_max,0.0
vib_sideI_relative_power_4000_4500_mean,0.0
vib_sideI_power_4000_4500_mean,0.0
vib_sideI_power_0_250_mean,0.0
vib_sideI_power_3500_4000_std,0.0
vib_sideI_power_3500_4000_mean,0.0
vib_sideI_relative_power_3000_3500_std,0.0
vib_sideI_relative_power_3000_3500_max,0.0
vib_inv_total_power_mean_car_diff_min,0.0
vib_inv_std_max_bottom2_cars_ratio_mean,0.0
vib_inv_std_max_cars_sideII_decisive_count,0.0
vib_inv_std_max_cars_sideI_decisive_count,0.0
vib_inv_std_max_cars_sideI_dominant_count,0.0
vib_inv_std_max_car_diff_median,0.0
vib_inv_std_max_car_diff_max,0.0
vib_sideI_relative_power_3000_3500_mean,0.0
vib_sideI_power_3000_3500_std,0.0
vib_sideI_power_3000_3500_max,0.0
vib_sideI_relative_power_2500_3000_std,0.0
vib_sideI_power_2500_3000_mean,0.0
vib_sideI_power_2000_2500_max,0.0
vib_sideI_spectral_centroid_mean,0.0
vib_inv_total_power_max_cars_sideII_decisive_count,0.0
vib_inv_total_power_max_cars_sideI_decisive_count,0.0
vib_inv_total_power_max_cars_sideI_dominant_count,0.0
vib_inv_total_power_mean_car_asym_median,0.0
vib_car1_sideII_std_max,0.0
vib_car2_sideI_power_0_250_mean,0.0
vib_inv_total_power_mean_cars_sideII_decisive_count,0.0
vib_inv_total_power_mean_cars_sideI_decisive_count,0.0
vib_inv_total_power_mean_cars_sideI_dominant_count,0.0
vib_inv_power_0_250_max_top2_cars_ratio_mean,0.0
vib_inv_power_0_250_max_cars_sideII_decisive_count,0.0
vib_inv_power_0_250_max_cars_sideI_decisive_count,0.0
vib_inv_power_0_250_max_cars_sideI_dominant_count,0.0
vib_inv_power_0_250_max_car_diff_median,0.0
vib_inv_power_0_250_mean_car_asym_median,0.0
vib_inv_power_0_250_mean_car_asym_max,0.0
vib_inv_power_0_250_mean_bottom2_cars_ratio_mean,0.0
vib_inv_power_0_250_mean_top2_cars_ratio_mean,0.0
vib_inv_power_0_250_mean_cars_sideII_decisive_count,0.0
vib_inv_power_0_250_mean_cars_sideI_decisive_count,0.0
vib_inv_power_0_250_mean_cars_sideI_dominant_count,0.0
vib_car2_sideI_total_power_max,0.0
vib_inv_total_power_max_car_asym_min,0.0
vib_inv_total_power_max_car_asym_max,0.0
vib_inv_total_power_max_top2_cars_ratio_mean,0.0
vib_car2_sideI_total_power_mean,0.0
vib_sideI_relative_power_1500_2000_max,0.0
vib_sideI_relative_power_1500_2000_mean,0.0
vib_sideI_power_1500_2000_std,0.0
vib_sideI_power_1500_2000_max,0.0
vib_sideI_power_1500_2000_mean,0.0
vib_sideI_relative_power_1000_1500_max,0.0
vib_sideI_relative_power_1000_1500_mean,0.0
vib_sideI_power_1000_1500_std,0.0
vib_sideI_power_1000_1500_max,0.0
vib_sideI_power_1000_1500_mean,0.0
vib_inv_power_250_500_mean_car_diff_median,0.0
vib_inv_power_250_500_mean_car_diff_min,0.0
vib_inv_power_250_500_mean_car_diff_max,0.0
vib_inv_power_0_250_max_car_asym_median,0.0
vib_inv_power_0_250_max_car_asym_max,0.0
vib_sideI_relative_power_250_500_std,0.0
vib_sideI_relative_power_250_500_max,0.0
vib_sideI_relative_power_250_500_mean,0.0
vib_sideI_power_250_500_std,0.0
vib_sideI_relative_power_0_250_std,0.0
vib_inv_power_250_500_max_cars_sideII_decisive_count,0.0
vib_inv_power_250_500_max_cars_sideI_decisive_count,0.0
vib_inv_power_250_500_max_cars_sideI_dominant_count,0.0
vib_inv_power_250_500_max_car_diff_std,0.0
vib_inv_power_250_500_max_car_diff_min,0.0
vib_inv_power_250_500_mean_car_asym_median,0.0
vib_inv_power_250_500_mean_car_asym_max,0.0
vib_inv_power_250_500_mean_top2_cars_ratio_mean,0.0
vib_inv_power_250_500_mean_cars_sideII_decisive_count,0.0
vib_inv_power_250_500_mean_cars_sideI_decisive_count,0.0
vib_inv_power_250_500_mean_cars_sideI_dominant_count,0.0
vib_sideI_power_500_750_mean,0.0
vib_car1_sideII_std_mean,0.0
vib_car1_sideII_rms_max,0.0
vib_car1_sideII_rms_mean,0.0
vib_car2_sideI_std_max,0.0
vib_car1_sideI_power_750_1000_mean,0.0
vib_car1_sideI_power_500_750_max,0.0
vib_car1_sideI_power_500_750_mean,0.0
vib_car1_sideI_power_0_250_max,0.0
vib_car1_sideI_total_power_max,0.0
vib_car1_sideI_total_power_mean,0.0
shock_sideI_power_per_speed_sq,0.0
vib_sideII_rms_per_speed,0.0
vib_sideII_power_per_speed_sq,0.0
vib_sideI_rms_per_speed,0.0
vib_sideI_dominant_frequency_max,0.0
vib_sideI_dominant_frequency_std,0.0
vib_car2_sideI_std_mean,0.0
vib_inv_spectral_centroid_mean_bottom2_cars_ratio_mean,0.0
vib_inv_spectral_centroid_mean_cars_sideII_decisive_count,0.0
vib_inv_spectral_centroid_mean_cars_sideI_decisive_count,0.0
vib_inv_spectral_centroid_mean_cars_sideI_dominant_count,0.0
vib_inv_spectral_centroid_mean_car_diff_std,0.0
vib_inv_spectral_centroid_mean_car_diff_median,0.0
vib_inv_spectral_centroid_mean_car_diff_max,0.0
vib_inv_power_250_500_max_car_asym_median,0.0
vib_car2_sideI_rms_max,0.0
vib_inv_power_250_500_max_bottom2_cars_ratio_mean,0.0
vib_car2_sideI_rms_mean,0.0
vib_sideI_power_500_750_std,0.0
vib_sideI_power_500_750_max,0.0
vib_power_per_speed_sq_asym,0.0
